0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124518224133366,5.15943282782545e-05,-0.000623437953266727,3.71296581973183e-05,0.00126631705392917,-0.00102275915309874,-0.000936770577095239,0.00306533996649507,-0.00114391616288152,-0.00495118524573215,0.00360958347029771,0.00574033358684731,-0.00417761614834139,-0.00525193999248967,0.00268048780885651,0.00289423219897075,2.74845570631736e-06,0.000969505148134442,-0.00459018190009045,-0.00338279753202895,0.0108894142191791,0.00168332894483488,-0.0148843698988193,0.00276050528643075,0.0130397250744952,-0.00610172014571526,-0.00771301153723492,0.00636994798179647,0.00426565836774331,-0.00455707971000804,-0.00455393407423792,0.00268446680686348,0.00610205845188111,-0.00185566115693235,-0.00608921244275047,0.00143559998275763,0.00428368711018781,-0.000286101158505549,-0.0027560167284863,-0.0011768517462462,0.00341774814777533,0.000981477384320211,-0.00556032269828232,0.00191205432608505,0.00653636223224027,-0.00543786286368793,-0.0051821318780688,0.00643348289434145,0.00297379599701235,-0.00492146243598082,-0.0017481449216686,0.00368636835999365,0.00146978277855738,-0.0037952481185098,-0.000712514056135038,0.00353420745645575,-0.000797095047812099,-0.00152117253438618,0.00159297495614844,-0.00122614876095714,-0.00079973325902984,0.00231472736146482,-0.000504238580758695,-0.000816901357710822,0.000862484261602602,-0.00121978808039359,-0.000552197430843613,0.00137942968268395,0.00105351827366887,0.000236471834359775,-0.00306751298873434,-0.00242646905062977,0.00664164142431316,0.00449254956765257,-0.0124531238420282,-0.0047277792186507,0.0206584011880732,-4.51885108451717e-05,-0.0283475403469584,0.0121668725019084,0.0299827192531125,-0.0309072049187635,-0.0208305137030484,0.0517674345427477,-0.00057366736378311,-0.0675222414204183,0.0323615645053297,0.0707821947423789,-0.0694856703691692,-0.0571246810306038,0.103936599952944,0.0275521104854533,-0.128072355148579,0.012304532082603,0.138694637739887,-0.0563474381122298,-0.1356473269274,0.100257043204207,0.118014858195061,-0.140202062187025,-0.0852699178944561,0.172403577613142,0.0406002212450801,-0.19396145251646,0.00982495304934747,0.202526553001023,-0.0605776774990426,-0.196512446338532,0.109171872733711,0.176932842170887,-0.154797189741195,-0.147158683207507,0.195700019956175,0.109175741670994,-0.228149909288954,-0.0619365658271629,0.247466442519646,0.004743763796923,-0.25,0.0595333791663825,0.234379646009192,-0.124102311208406,-0.201592030315621,0.17924284407724,0.154459160904857,-0.216157140517085,-0.0969575602481842,0.232374932473835,0.0338996330611796,-0.232067587170336,0.0296722836985419,0.220618995934776,-0.0887441641722737,-0.200147906955905,0.138206027935602,0.170040766881551,-0.174424610932392,-0.130199891722938,0.196406587348441,0.0828829544797501,-0.205201023739873,-0.0323723126151431,0.203904814234836,-0.0168781414816749,-0.196359874319773,0.0629433759136318,0.183646085122504,-0.106036267814704,-0.16347876258969,0.144458159258997,0.133454944722305,-0.173524892928781,-0.0938450705491334,0.18922719847922,0.0483947147419567,-0.190923811902674,-0.00288336593959572,0.180698568752736,-0.038452085418097,-0.16202540821753,0.0747957176598329,0.13885217759846,-0.106163889901753,-0.114154977406339,0.130398547929455,0.0885455523703611,-0.144676077080231,-0.0604024159221042,0.148449628297467,0.0280384219529514,-0.143169828119168,0.00761450887291542,0.131088977597972,-0.0431095695039769,-0.114947177136591,0.0749506402617329,0.0967329027418511,-0.100328324417841,-0.0763025372157364,0.116949204244554,0.0524519474506128,-0.124271644843455,-0.0256568503747157,0.123044665121817,-0.00145346074270705,-0.113175160934697,0.0261555402326435,0.0947076165374972,-0.0464107300083128,-0.0702182698006709,0.0602204109253763,0.0439390277813247,-0.0664394277989235,-0.0195193471671115,0.0659400924122778,-0.000498684456281163,-0.0606318856841003,0.0146873503166604,0.0527058328007644,-0.02358741441513,-0.0449107151051369,0.0299121818241191,0.0383063469975394,-0.0361451517330078,-0.0303683893645464,0.0416477509967693,0.0185731200522105,-0.0434240761320578,-0.00472598360335283,0.039544271032281,-0.00649424597596334,-0.0312474378351989,0.0123825212346242,0.0227943144661858,-0.0144102792805726,-0.0186435130299674,0.0160464378416085,0.0186192935512717,-0.0190156801188804,-0.0175693374049555,0.0218269403880947,0.0121659458018302,-0.0217045865858134,-0.00477885614037366,0.0179356523550232,-0.00138751147891997,-0.013068534285138,0.00627388869369436,0.0100686464942317,-0.010638489985018,-0.0097081058647613,0.0145327434081174,0.0115675343481153,-0.0186343858392783,-0.0140886330521749,0.0231065671227206,0.0130387930126888,-0.0259217869491742,-0.00504690884814643,0.0249914519813763,-0.0068653427496774,-0.0198707602444933,0.0158601891346477,0.0112607812827088,-0.0187124318959842,-0.00135178200689319,0.0175128453237371,-0.00672881711360458,-0.0152169336812981,0.0108439763790373,0.0119952371340123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e+05
