-0.000104758,0,0,-0.000209517,0.000314275,0,-0.000314275,0.000628551,-0.000523792,0,0.000733309,-0.001676136,0.001885653,-0.000419034,-0.00209517,0.004399857,-0.004085581,0.000523792,0.004504615,-0.007752129,0.00628551,-0.000419034,-0.006704544,0.01047585,-0.008171163,0.000733309,0.007752129,-0.012256744,0.009637782,-0.001152343,-0.00838068,0.013304329,-0.010056816,0.000628551,0.009113989,-0.013199571,0.008799714,0.000733309,-0.009428265,0.01183771,-0.006809302,-0.001885653,0.009009231,-0.010371091,0.005237925,0.002723721,-0.008694955,0.008904472,-0.003561789,-0.003561789,0.007961646,-0.006809302,0.001571377,0.003876064,-0.006180751,0.004085581,0,-0.003352272,0.003980823,-0.001990411,-0.001047585,0.002828479,-0.002304687
384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
